(Corelare cu Mixul de Marketing)";Denumire elemente de casa;Nivel 1 de detaliere;Nivel 2 de detaliere;Nivel 3 de detaliere;Nivel 4 de detaliere;Grosime strat (mm);MP;Denumire în ofertă - RO;Cost/mp (euro fara tva);
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Structura_lemn_PLIEs;80x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 80x240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Structura_lemn_PLIEs;80x240 GL; 	240,00 ; 	1,00 ;Structură lemn GL24 80x240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Structura_lemn_PLIEs;100x160 - 140x280;;;Structură lemn C24 100x160 - 140x280 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Placari_jos_structura_PLIEs;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Placari_jos_structura_PLIEs;FBV; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Rockwool Mutirock 0,037 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Rockwool Mutirock 0,037 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Rockwool Airrock ND λ = 0.035 W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Rockwool Airrock ND λ = 0.035 W/mk 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Isover Forte 0,034 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Isover Forte 0,034 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Isover Superprofi 0,032 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Isover Superprofi 0,032 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Steico Flex 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;Steico Flex 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;BEST WOOD FLEX 50 0.037W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;BEST WOOD FLEX 50 0.037W/mk 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;ISOVER AKUSTO 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Termoizolatie_PLIEs;ISOVER AKUSTO 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Akusto λ = 0,039 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Intre_Etaje_On_site;Planseu_Intre_Etaje_On_site_PLIEs;Placari_sus_structura_PLIEs;OSB 22mm NF; 	22,00 ; 	1,00 ;OSB 3 22 mm Nut și Feder;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Structura_lemn_PLPRp;45x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 45x200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Structura_lemn_PLPRp;45x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 45x240 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Structura_lemn_PLPRp;60x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 60x200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Structura_lemn_PLPRp;60x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 60x240 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Placari_jos_structura_PLPRp;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Placari_jos_structura_PLPRp;FBV; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Rockwool Mutirock 0,037 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Rockwool Mutirock 0,037 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Rockwool Airrock ND λ = 0.035 W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Rockwool Airrock ND λ = 0.035 W/mk 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Isover Forte 0,034 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Isover Forte 0,034 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Isover Superprofi 0,032 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Isover Superprofi 0,032 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Steico Flex 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;Steico Flex 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;BEST WOOD FLEX 50 0.037W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Flex 50 λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Termoizolatie_PLPRp;BEST WOOD FLEX 50 0.037W/mk 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Placari_sus_structura_PLPRp;Scandura oarba; 	22,00 ; 	1,00 ;Scândură oarbă 22 mm ;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Placari_sus_structura_PLPRp;DHF 15mm; 	15,00 ; 	1,00 ;DHF 15 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_Prefab;Planseu_Pod_Rece_Prefab_PLPRp;Placari_sus_structura_PLPRp;FT; 	-   ; 	1,00 ;Folie Permisivă la Transferul de Vapori;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Structura_lemn_PLPRs;45x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 45x200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Structura_lemn_PLPRs;45x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 45x240 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Structura_lemn_PLPRs;60x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 60x200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Structura_lemn_PLPRs;60x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 60x240 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Placari_jos_structura_PLPRs;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Placari_jos_structura_PLPRs;FBV; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Rockwool Mutirock 0,037 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Rockwool Mutirock 0,037 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Rockwool Airrock ND λ = 0.035 W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Rockwool Airrock ND λ = 0.035 W/mk 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Isover Forte 0,034 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Isover Forte 0,034 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Isover Superprofi 0,032 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Isover Superprofi 0,032 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 250 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Steico Flex 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;Steico Flex 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;BEST WOOD FLEX 50 0.037W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Termoizolatie_PLPRs;BEST WOOD FLEX 50 0.037W/mk 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 240 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Placari_sus_structura_PLPRs;Scandura oarba; 	22,00 ; 	1,00 ;Scândură oarbă 22 mm ;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Placari_sus_structura_PLPRs;DHF 15mm; 	15,00 ; 	1,00 ;DHF 15 mm;;
Structuri Timberframe;Planseu;Planseu_Pod_Rece_On_site;Planseu_Pod_Rece_On_site_PLPRs;Placari_sus_structura_PLPRs;FT; 	-   ; 	1,00 ;Folie Permisivă la Transferul de Vapori;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Structura_lemn_AIp;45x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 45x200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Structura_lemn_AIp;45x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 45x240 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Structura_lemn_AIp;60x150 C; 	150,00 ; 	1,00 ;Structură lemn C24 60x150 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Structura_lemn_AIp;60x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 60x200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Structura_lemn_AIp;60x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 60x240 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Structura_lemn_AIp;80x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 80x200 mm ;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Structura_lemn_AIp;80x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 80x240 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Structura_lemn_AIp;100x160 - 140x280;;;Structură lemn C24 100x160 - 140x280 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Placari_jos_structura_Aip;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Placari_jos_structura_Aip;OSB 15mm; 	15,00 ; 	1,00 ;OSB 3 15 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Placari_jos_structura_Aip;FBV; 	-   ; 	1,00 ;Folie Barieră de Vapori;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Rockwool Mutirock 0,037 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 150 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Rockwool Mutirock 0,037 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Rockwool Mutirock 0,037 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Multirock λ = 0,037 W/mK 250 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Rockwool Airrock ND λ = 0.035 W/mk 140mm; 	140,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 140 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Rockwool Airrock ND λ = 0.035 W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Rockwool Airrock ND λ = 0.035 W/mk 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Bazaltică Rockwool Airrock ND λ = 0,035 W/mK 250 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Isover Forte 0,034 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 150 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Isover Forte 0,034 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Isover Forte 0,034 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Forte λ = 0,034 W/mK 250 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Isover Superprofi 0,032 150mm; 	150,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 150 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Isover Superprofi 0,032 200mm; 	200,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Isover Superprofi 0,032 250mm; 	250,00 ; 	1,00 ;Termoizolație Vată Minerală de Sticlă Isover Superprofi λ = 0,032 W/mK 250 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Steico Flex 140mm; 	140,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 140 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Steico Flex 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;Steico Flex 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Steico Flex λ = 0,038 W/mK 240 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;BEST WOOD FLEX 50 0.037W/mk 140mm; 	140,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 140 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;BEST WOOD FLEX 50 0.037W/mk 200mm; 	200,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Termoizolatie_Aip;BEST WOOD FLEX 50 0.037W/mk 240mm; 	240,00 ; 	1,00 ;Termoizolație Fibră de Lemn Best Wood Flex 50 λ = 0,037 W/mK 240 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Placari_sus_structura_Aip;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Placari_sus_structura_Aip;OSB 15mm; 	15,00 ; 	1,00 ;OSB 3 15 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Placari_sus_structura_Aip;DHF 15mm; 	15,00 ; 	1,00 ;DHF 15 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Placari_sus_structura_Aip;Caroiaj; 	38,00 ; 	1,00 ;Caroiaj 38 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Placari_sus_structura_Aip;Scandura oarba; 	22,00 ; 	1,00 ;Scândură oarbă 22 mm ;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_Prefab;Acoperis_Inclinat_Prefab_AIp;Placari_sus_structura_Aip;Fibra de lemn ; 	60,00 ; 	1,00 ;Fibră de Lemn 60 mm ;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Structura_lemn_AIs;45x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 45x200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Structura_lemn_AIs;45x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 45x240 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Structura_lemn_AIs;60x150 C; 	150,00 ; 	1,00 ;Structură lemn C24 60x150 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Structura_lemn_AIs;60x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 60x200 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Structura_lemn_AIs;60x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 60x240 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Structura_lemn_AIs;80x200 C; 	200,00 ; 	1,00 ;Structură lemn C24 80x200 mm ;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Structura_lemn_AIs;80x240 C; 	240,00 ; 	1,00 ;Structură lemn C24 80x240 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Structura_lemn_AIs;100x160 - 140x280;;;Structură lemn C24 100x160 - 140x280 mm;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Structura_lemn_AIs;Ferme - 100, 150, 200 conform calcul - cherestea;;;;;
Structuri Timberframe;Acoperis;Acoperis_Inclinat_On_site;Acoperis_Inclinat_On_site_AIs;Placari_jos_structura_AIs;OSB 12mm; 	12,00 ; 	1,00 ;OSB 3 12 mm;;
